index	original	background	difference
-----------------------------------------------------
1	1157	1099	58
2	1157	1102	55
3	1166	1106	60
4	1172	1108	64
5	1184	1105	79
6	1171	1099	72
7	1168	1105	63
8	1146	1107	39
9	1148	1109	39
10	1178	1109	69
11	1178	1111	67
12	1178	1110	68
13	1164	1111	53
14	1170	1120	50
15	1189	1130	59
16	1190	1117	73
17	1186	1111	75
18	1194	1111	83
19	1166	1123	43
20	1194	1116	78
21	1192	1102	90
22	1176	1121	55
23	1156	1117	39
24	1159	1121	38
25	1175	1121	54
26	1170	1122	48
27	1173	1126	47
28	1181	1123	58
29	1191	1118	73
30	1201	1116	85
31	1206	1124	82
32	1203	1123	80
33	1176	1128	48
34	1167	1131	36
35	1191	1125	66
36	1198	1128	70
37	1184	1122	62
38	1203	1126	77
39	1197	1125	72
40	1219	1128	91
41	1200	1123	77
42	1224	1114	110
43	1196	1124	72
44	1191	1139	52
45	1204	1133	71
46	1210	1125	85
47	1200	1128	72
48	1197	1137	60
49	1192	1143	49
50	1212	1136	76
51	1233	1138	95
52	1222	1139	83
53	1189	1136	53
54	1188	1138	50
55	1207	1130	77
56	1215	1132	83
57	1228	1126	102
58	1239	1130	109
59	1208	1141	67
60	1211	1130	81
61	1218	1126	92
62	1212	1138	74
63	1203	1144	59
64	1224	1140	84
65	1223	1132	91
66	1210	1129	81
67	1209	1131	78
68	1194	1131	63
69	1187	1136	51
70	1236	1134	102
71	1242	1135	107
72	1225	1142	83
73	1211	1152	59
74	1218	1147	71
75	1223	1140	83
76	1239	1141	98
77	1235	1142	93
78	1232	1147	85
79	1222	1147	75
80	1223	1142	81
81	1221	1137	84
82	1235	1132	103
83	1211	1129	82
84	1235	1131	104
85	1238	1137	101
86	1226	1133	93
87	1215	1137	78
88	1225	1146	79
89	1233	1149	84
90	1235	1145	90
91	1237	1140	97
92	1255	1138	117
93	1252	1140	112
94	1240	1138	102
95	1249	1139	110
96	1238	1136	102
97	1232	1140	92
98	1240	1146	94
99	1218	1142	76
100	1243	1135	108
101	1255	1141	114
102	1252	1140	112
103	1248	1135	113
104	1238	1139	99
105	1230	1152	78
106	1249	1144	105
107	1254	1138	116
108	1254	1141	113
109	1238	1145	93
110	1236	1142	94
111	1245	1135	110
112	1266	1136	130
113	1266	1138	128
114	1258	1132	126
115	1257	1136	121
116	1275	1129	146
117	1255	1132	123
118	1257	1140	117
119	1250	1144	106
120	1246	1139	107
121	1265	1140	125
122	1280	1146	134
123	1277	1139	138
124	1267	1137	130
125	1272	1134	138
126	1280	1130	150
127	1290	1134	156
128	1282	1135	147
129	1265	1142	123
130	1303	1149	154
131	1293	1159	134
132	1285	1156	129
133	1286	1146	140
134	1306	1141	165
135	1294	1136	158
136	1290	1139	151
137	1281	1138	143
138	1288	1142	146
139	1275	1144	131
140	1281	1144	137
141	1296	1144	152
142	1325	1134	191
143	1317	1141	176
144	1314	1145	169
145	1305	1140	165
146	1275	1141	134
147	1270	1151	119
148	1267	1144	123
149	1276	1134	142
150	1285	1137	148
151	1300	1144	156
152	1295	1141	154
153	1310	1144	166
154	1305	1143	162
155	1321	1138	183
156	1312	1138	174
157	1291	1140	151
158	1306	1143	163
159	1308	1152	156
160	1333	1146	187
161	1306	1140	166
162	1291	1144	147
163	1325	1145	180
164	1341	1139	202
165	1312	1148	164
166	1318	1145	173
167	1322	1142	180
168	1318	1139	179
169	1316	1142	174
170	1327	1137	190
171	1312	1143	169
172	1315	1146	169
173	1314	1154	160
174	1334	1145	189
175	1346	1139	207
176	1352	1139	213
177	1360	1137	223
178	1353	1143	210
179	1330	1145	185
180	1329	1134	195
181	1334	1132	202
182	1336	1134	202
183	1336	1133	203
184	1346	1140	206
185	1345	1143	202
186	1363	1153	210
187	1358	1152	206
188	1371	1145	226
189	1370	1151	219
190	1348	1149	199
191	1358	1150	208
192	1355	1136	219
193	1345	1126	219
194	1373	1130	243
